0.00540898 0.00294499 -0.0233335 0.0166332 -0.0174278 0.0134926 -0.00633667 0.00126588 0.00236649 100 17.7627 1.19971 28.749 33.5303 15.4248 142.383 228
0.00815468 0.00243913 -0.0186925 0.0118868 -0.0268045 0.0140309 -0.00645301 0.00117953 0.00269548 100 17.7627 1.19971 28.749 33.5303 15.4248 142.383 903
0.00687515 -0.00148048 -0.0192544 -0.000439614 -0.0294035 -0.00807079 -0.00645301 0.00117953 0.00269548 100 17.7627 1.19971 28.749 33.5303 15.4248 142.383 1711
0.00512269 -0.00332176 -0.0242611 -0.00804801 -0.0272542 0.00560225 -0.00657008 0.00109338 0.00302364 100 17.7627 1.19971 28.749 33.5303 15.4248 142.383 2306
0.00133055 -0.00401077 -0.0251599 -0.0075498 -0.00189272 0.0139831 -0.00669971 0.000998853 0.00338366 100 17.7627 1.19971 28.749 33.5303 15.4248 142.383 3129
0.000289321 -0.00354074 -0.0230777 0.0160407 -0.0166967 -0.00356417 -0.00681831 0.000913135 0.00371008 100 17.7583 1.19971 28.7534 33.5522 15.4028 142.361 3903
0.00204559 -0.00454738 -0.0225398 0.00531815 -0.0171257 0.00758671 -0.00681831 0.000913135 0.00371008 100 17.7583 1.19971 28.7534 33.5522 15.4028 142.361 4688
0.00584216 -0.00196441 -0.0236712 0.0133377 -0.0243764 0.00909597 -0.00693764 0.000827621 0.00403566 100 17.7583 1.19971 28.7534 33.5522 15.4028 142.361 5413
0.00663934 0.00091107 -0.0210135 0.00766702 -0.0171697 0.00830349 -0.00706972 0.000733792 0.00439284 100 17.7583 1.19971 28.7534 33.5522 15.4028 142.361 6097
0.00988836 0.00033644 -0.0186593 0.0108983 -0.0346015 -0.00436186 -0.00717843 0.000657208 0.00468432 100 17.7583 1.19971 28.7534 33.5522 15.4028 142.361 6927
0.0053609 -0.00224921 -0.0219358 -0.00329871 -0.0181626 0.0113124 -0.00717843 0.000657208 0.00468432 100 17.7539 1.19971 28.7578 33.5522 15.3809 142.361 7820
0.00310076 -0.000876669 -0.0213353 0.00302714 -0.00524897 0.0111649 -0.00731207 0.000563832 0.00503966 100 17.7539 1.19971 28.7578 33.5522 15.3809 142.361 8598
0.000563193 -0.0049168 -0.0219158 -0.00860387 -0.00862538 -0.00674539 -0.00743429 0.00047916 0.00536182 100 17.7539 1.19971 28.7578 33.5522 15.3809 142.361 9300
0.0012957 -0.00557879 -0.0248735 -0.00232202 -0.00651548 0.00851169 -0.00755721 0.000394695 0.00568314 100 17.7539 1.19971 28.7578 33.5522 15.3809 142.361 10108
0.00337206 -0.00340597 -0.0286281 -0.00666915 -0.0146838 0.00959761 -0.00768081 0.000310437 0.00600362 100 17.7539 1.19971 28.7578 33.5522 15.3809 142.361 10967
0.00483944 -0.00376609 -0.0245545 -0.00395986 -0.00730149 0.00899952 -0.00768081 0.000310437 0.00600362 100 17.7495 1.2041 28.7622 33.5522 15.3809 142.361 11854
0.00432516 -0.00590126 -0.0240023 -0.0121319 -0.0162352 0.00776972 -0.00780511 0.000226385 0.00632327 100 17.7495 1.2041 28.7622 33.5522 15.3809 142.361 12623
0.00387061 -0.00307377 -0.0269104 -0.00483082 -0.0230268 0.0173404 -0.00793007 0.00014254 0.00664207 100 17.7495 1.2041 28.7622 33.5522 15.3809 142.361 13404
0.000564386 -0.00419632 -0.0228454 -0.0010199 -0.0200913 0.0116932 -0.00805571 5.8903e-05 0.00696003 100 17.7495 1.2041 28.7622 33.5522 15.3809 142.361 14123
0.000498645 -0.00731204 -0.0179233 -0.00863759 -0.00899629 0.00765738 -0.00816936 -1.61929e-05 0.00724548 100 17.7495 1.2041 28.7622 33.5522 15.3809 142.361 14935
-0.000226308 -0.00921563 -0.0281106 -0.0111745 -0.0166019 0.00473906 -0.00816936 -1.61929e-05 0.00724548 100 17.7495 1.2041 28.7622 33.5522 15.3809 142.361 15712
0.000302596 -0.00731139 -0.0269555 -0.019193 0.000979349 0.0180992 -0.00829627 -9.94352e-05 0.00756184 100 17.7407 1.2085 28.7666 33.5742 15.3589 142.339 16404
0.00356887 -0.00637088 -0.0245837 -0.0101833 -0.0219784 0.00431754 -0.00841105 -0.000174175 0.00784584 100 17.7407 1.2085 28.7666 33.5742 15.3589 142.339 17231
0.00684439 -0.00617502 -0.0251881 -0.0133908 -0.0298847 0.0133886 -0.0085392 -0.000257022 0.0081606 100 17.7407 1.2085 28.7666 33.5742 15.3589 142.339 17903
0.00735013 -0.0061675 -0.0266407 -0.0115139 -0.0322885 0.0133624 -0.0085392 -0.000257022 0.0081606 100 17.7407 1.2085 28.7666 33.5742 15.3589 142.339 18712
0.00585918 -0.00527675 -0.0271851 -0.0127745 -0.0194516 0.00668121 -0.00865509 -0.000331405 0.00844316 100 17.7407 1.2085 28.7666 33.5742 15.3589 142.339 19432
0.0040553 -0.00639332 -0.0228439 -0.00553959 -0.0275008 0.00444831 -0.0087715 -0.00040562 0.00872504 100 17.7363 1.21289 28.771 33.5742 15.3589 142.339 20326
0.0056014 -0.00480042 -0.0254719 -0.00377813 -0.0399415 0.0131505 -0.00890146 -0.000487881 0.00903743 100 17.7363 1.21289 28.771 33.5742 15.3589 142.339 21100
0.00380477 -0.00621679 -0.0271821 -0.00225658 -0.00732679 0.00325786 -0.00890146 -0.000487881 0.00903743 100 17.7363 1.21289 28.771 33.5742 15.3589 142.339 21800
0.00606234 -0.00493501 -0.0224983 0.000420569 -0.0135682 -0.00277016 -0.00901896 -0.000561738 0.00931786 100 17.7363 1.21289 28.771 33.5742 15.3589 142.339 22515
0.00653029 -0.008835 -0.0234462 -0.0114726 -0.01973 0.00588784 -0.00913697 -0.000635424 0.00959761 100 17.7363 1.21289 28.771 33.5742 15.3589 142.339 23200
0.00631086 -0.00644509 -0.0272363 -0.0016898 -0.0199203 0.0187787 -0.00924229 -0.000700781 0.00984569 100 17.7363 1.21289 28.771 33.5742 15.3589 142.339 24004
0.00405589 -0.00786979 -0.0243214 -0.0174641 -0.0185364 0.0087717 -0.00924229 -0.000700781 0.00984569 100 17.7275 1.21729 28.7754 33.5962 15.3369 142.317 24712
0.00458366 -0.00638161 -0.0263199 -0.00838216 -0.0311661 0.0010129 -0.00936125 -0.000774147 0.0101241 100 17.7275 1.21729 28.7754 33.5962 15.3369 142.317 25521
